Date;Hour  (GMT);Benceno (µg/m3);CO (mg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;ICA Estación
20/08/2025;02:00;0,06;0,35;26;19;Muy bueno / Oso ona;16,65;Muy bueno / Oso ona;8,86;Muy bueno / Oso ona;1;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/08/2025;01:00;0,05;0,29;13;10;Muy bueno / Oso ona;17;Muy bueno / Oso ona;9,18;Muy bueno / Oso ona;1;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
19/08/2025;24:00;0,06;0,28;16;12;Muy bueno / Oso ona;17,57;Muy bueno / Oso ona;9,59;Muy bueno / Oso ona;1;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
19/08/2025;23:00;0,08;0,28;16;13;Muy bueno / Oso ona;18,09;Muy bueno / Oso ona;9,91;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
19/08/2025;22:00;0,07;0,25;17;13;Muy bueno / Oso ona;18,57;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
19/08/2025;21:00;0,1;0,28;29;19;Muy bueno / Oso ona;19,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
19/08/2025;20:00;0,3;0,27;16;13;Muy bueno / Oso ona;19,39;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
19/08/2025;19:00;0,29;0,25;15;12;Muy bueno / Oso ona;19,7;Muy bueno / Oso ona;11,09;Bueno / Ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;18:00;0,17;0,25;12;9;Muy bueno / Oso ona;;Sin datos / Daturik gabe;11,36;Bueno / Ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;17:00;0,23;0,24;13;9;Muy bueno / Oso ona;;Sin datos / Daturik gabe;11,64;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;16:00;0,2;0,25;16;12;Muy bueno / Oso ona;;Sin datos / Daturik gabe;11,91;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;15:00;0,18;0,25;22;16;Muy bueno / Oso ona;21;Bueno / Ona;12;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;14:00;0,14;0,25;17;13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12,05;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;13:00;;0,29;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;12,09;Bueno / Ona;;Sin datos / Daturik gabe;;;;Bueno / Ona
19/08/2025;12:00;;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;12,04;Bueno / Ona;;Sin datos / Daturik gabe;;;;Bueno / Ona
19/08/2025;11:00;0,12;0,28;53;33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12,04;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;10:00;0,09;0,23;45;27;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;09:00;0,09;0,28;50;29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12,25;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;08:00;0,14;0,39;64;31;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12,46;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;07:00;0,12;0,39;56;30;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12,67;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;06:00;0,08;0,36;41;29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12,83;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;05:00;0,06;0,29;32;25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12,96;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;04:00;0,06;0,27;34;24;Muy bueno / Oso ona;21,08;Bueno / Ona;13,17;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;03:00;0,06;0,23;26;20;Muy bueno / Oso ona;21,21;Bueno / Ona;13,25;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;02:00;0,06;0,24;38;32;Muy bueno / Oso ona;21,42;Bueno / Ona;13,42;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
19/08/2025;01:00;0,07;0,25;30;25;Muy bueno / Oso ona;21,58;Bueno / Ona;13,54;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;24:00;0,05;0,27;28;22;Muy bueno / Oso ona;21,67;Bueno / Ona;13,58;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;23:00;0,05;0,21;29;18;Muy bueno / Oso ona;22;Bueno / Ona;13,83;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;22:00;0,03;0,2;24;17;Muy bueno / Oso ona;22,46;Bueno / Ona;14,17;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;21:00;0,07;0,21;32;20;Muy bueno / Oso ona;23,08;Bueno / Ona;14,54;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;20:00;0,26;0,24;25;18;Muy bueno / Oso ona;23,71;Bueno / Ona;14,83;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;19:00;0,17;0,24;22;16;Muy bueno / Oso ona;24,29;Bueno / Ona;15,17;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;18:00;0,03;0,25;18;11;Muy bueno / Oso ona;24,75;Bueno / Ona;15,46;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;17:00;0,14;0,25;18;12;Muy bueno / Oso ona;25,33;Bueno / Ona;15,79;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;16:00;0,11;0,22;16;10;Muy bueno / Oso ona;25,96;Bueno / Ona;16,17;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;15:00;0,09;0,25;22;16;Muy bueno / Oso ona;26,42;Bueno / Ona;16,54;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;14:00;0,16;0,26;22;15;Muy bueno / Oso ona;26,38;Bueno / Ona;16,67;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;13:00;0,2;0,29;29;21;Muy bueno / Oso ona;26,63;Bueno / Ona;16,96;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;12:00;0,08;0,3;20;14;Muy bueno / Oso ona;27,21;Bueno / Ona;17,5;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;11:00;0,2;0,3;25;18;Muy bueno / Oso ona;27,71;Bueno / Ona;18;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;10:00;0,27;0,41;51;39;Muy bueno / Oso ona;28,42;Bueno / Ona;18,67;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;09:00;0,27;0,4;45;34;Muy bueno / Oso ona;28,04;Bueno / Ona;18,96;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;08:00;0,65;0,49;42;34;Muy bueno / Oso ona;28,04;Bueno / Ona;19,17;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;07:00;0,29;0,54;42;29;Muy bueno / Oso ona;27,83;Bueno / Ona;19,21;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;06:00;0,15;0,3;25;18;Muy bueno / Oso ona;27,46;Bueno / Ona;19,21;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;05:00;0,26;0,3;28;19;Muy bueno / Oso ona;27,38;Bueno / Ona;19,21;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;04:00;0,11;0,25;22;14;Muy bueno / Oso ona;27,33;Bueno / Ona;19,29;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;03:00;0,51;0,41;13;8;Muy bueno / Oso ona;27,46;Bueno / Ona;19,58;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;02:00;0,34;0,41;10;7;Muy bueno / Oso ona;27,79;Bueno / Ona;20;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
18/08/2025;01:00;0,5;0,41;9;6;Muy bueno / Oso ona;27,79;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Bueno / Ona
17/08/2025;24:00;0,58;;15;11;Muy bueno / Oso ona;28,13;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Bueno / Ona
17/08/2025;23:00;0,18;0,48;28;21;Muy bueno / Oso ona;28,54;Bueno / Ona;21,17;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;22:00;0,19;0,42;27;21;Muy bueno / Oso ona;28,67;Bueno / Ona;21,29;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;21:00;0,26;0,39;19;10;Muy bueno / Oso ona;28,67;Bueno / Ona;21,38;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;20:00;0,24;0,39;16;10;Muy bueno / Oso ona;28,71;Bueno / Ona;21,54;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;19:00;0,06;0,39;25;19;Muy bueno / Oso ona;28,67;Bueno / Ona;21,63;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;18:00;0,05;0,38;27;22;Muy bueno / Oso ona;28,79;Bueno / Ona;21,75;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;17:00;0,12;0,37;12;8;Muy bueno / Oso ona;28,88;Bueno / Ona;21,88;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;16:00;0,07;0,33;10;6;Muy bueno / Oso ona;28,83;Bueno / Ona;21,96;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;15:00;0,12;0,31;19;14;Muy bueno / Oso ona;29,13;Bueno / Ona;22,17;Regular / Erregularra;2;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;14:00;0,07;0,3;16;10;Muy bueno / Oso ona;29,79;Bueno / Ona;22,67;Regular / Erregularra;2;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;13:00;0,17;0,38;33;23;Muy bueno / Oso ona;30,46;Bueno / Ona;23,08;Regular / Erregularra;2;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;12:00;0,12;0,57;24;16;Muy bueno / Oso ona;30,71;Bueno / Ona;23,17;Regular / Erregularra;2;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;11:00;0,15;0,43;24;15;Muy bueno / Oso ona;31,04;Bueno / Ona;23,29;Regular / Erregularra;2;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;10:00;0,11;0,47;38;26;Muy bueno / Oso ona;31,08;Bueno / Ona;23,13;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;09:00;0,13;0,5;50;37;Muy bueno / Oso ona;31,33;Bueno / Ona;23,17;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;08:00;0,14;0,48;18;12;Muy bueno / Oso ona;31,71;Bueno / Ona;23,29;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;07:00;0,08;0,46;15;10;Muy bueno / Oso ona;32,29;Bueno / Ona;23,54;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;06:00;0,08;0,46;17;11;Muy bueno / Oso ona;33,04;Bueno / Ona;23,92;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;05:00;0,06;0,47;16;12;Muy bueno / Oso ona;33,71;Bueno / Ona;24,33;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;04:00;0,03;0,45;18;13;Muy bueno / Oso ona;34,42;Bueno / Ona;24,67;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;03:00;0,04;0,42;15;10;Muy bueno / Oso ona;34,83;Bueno / Ona;24,79;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;02:00;0,06;0,38;11;6;Muy bueno / Oso ona;34,92;Bueno / Ona;24,71;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
17/08/2025;01:00;0,04;0,37;10;7;Muy bueno / Oso ona;;Sin datos / Daturik gabe;24,75;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;24:00;0,04;0,41;11;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;24,58;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;23:00;0,17;0,57;10;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;24,25;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;22:00;0,03;0,39;12;7;Muy bueno / Oso ona;;Sin datos / Daturik gabe;24,21;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;21:00;0,03;0,34;15;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;24,42;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;20:00;0,03;0,34;11;7;Muy bueno / Oso ona;;Sin datos / Daturik gabe;24,67;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;19:00;0,03;0,31;10;6;Muy bueno / Oso ona;36,29;Regular / Erregularra;24,96;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;18:00;0,03;0,3;12;6;Muy bueno / Oso ona;36,67;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;17:00;0,04;0,28;12;7;Muy bueno / Oso ona;36,92;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;16:00;0,04;0,27;9;5;Muy bueno / Oso ona;37,08;Regular / Erregularra;25;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;15:00;0,02;0,28;10;4;Muy bueno / Oso ona;37,33;Regular / Erregularra;24,92;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;14:00;0,03;0,25;12;6;Muy bueno / Oso ona;37,5;Regular / Erregularra;24,75;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;13:00;0,05;0,23;14;8;Muy bueno / Oso ona;37,46;Regular / Erregularra;24,38;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;12:00;0,03;0,24;14;7;Muy bueno / Oso ona;37,46;Regular / Erregularra;24,13;Regular / Erregularra;2;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;11:00;0,09;0,29;19;11;Muy bueno / Oso ona;37,38;Regular / Erregularra;23,83;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;10:00;0,4;0,33;17;9;Muy bueno / Oso ona;37,33;Regular / Erregularra;23,58;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;09:00;0,32;0,37;17;11;Muy bueno / Oso ona;37,08;Regular / Erregularra;23,25;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;08:00;0,12;;18;12;Muy bueno / Oso ona;36,88;Regular / Erregularra;23,04;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;07:00;0,08;0,4;19;13;Muy bueno / Oso ona;36,54;Regular / Erregularra;22,88;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;06:00;0,13;0,49;27;19;Muy bueno / Oso ona;36,13;Regular / Erregularra;22,71;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;05:00;0,06;0,37;25;15;Muy bueno / Oso ona;36;Regular / Erregularra;22,67;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;04:00;0,06;0,33;11;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;22,63;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;03:00;0,1;0,14;10;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;22,54;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;02:00;0,11;0,11;11;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;22,38;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
16/08/2025;01:00;0,1;;13;6;Muy bueno / Oso ona;34,75;Bueno / Ona;22;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
15/08/2025;24:00;0,02;0,01;12;6;Muy bueno / Oso ona;34,25;Bueno / Ona;21,63;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
15/08/2025;23:00;0,31;0;12;6;Muy bueno / Oso ona;33,79;Bueno / Ona;21,29;Regular / Erregularra;2;Muy bueno / Oso ona;;;;Regular / Erregularra
15/08/2025;22:00;0,57;0;41;34;Muy bueno / Oso ona;33,25;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;21:00;0,42;0;71;60;Bueno / Ona;32,42;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;20:00;0,38;0;38;32;Muy bueno / Oso ona;31,63;Bueno / Ona;19,83;Bueno / Ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;19:00;0,19;0;28;21;Muy bueno / Oso ona;30,75;Bueno / Ona;19,29;Bueno / Ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;18:00;0,15;0;13;7;Muy bueno / Oso ona;30,17;Bueno / Ona;19,04;Bueno / Ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;17:00;0,16;0;11;5;Muy bueno / Oso ona;29,75;Bueno / Ona;18,88;Bueno / Ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;16:00;0,23;0;19;13;Muy bueno / Oso ona;29,54;Bueno / Ona;18,79;Bueno / Ona;6;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;15:00;0,24;0;23;17;Muy bueno / Oso ona;29,21;Bueno / Ona;18,63;Bueno / Ona;8;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;14:00;0,14;0;15;9;Muy bueno / Oso ona;28,83;Bueno / Ona;18,46;Bueno / Ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;13:00;0,17;0;15;9;Muy bueno / Oso ona;28,46;Bueno / Ona;18,38;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;12:00;0,13;0;20;13;Muy bueno / Oso ona;28,25;Bueno / Ona;18,33;Bueno / Ona;2;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;11:00;0,19;0;21;14;Muy bueno / Oso ona;28,08;Bueno / Ona;18,38;Bueno / Ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;10:00;0,08;0,07;24;16;Muy bueno / Oso ona;28,13;Bueno / Ona;18,46;Bueno / Ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;09:00;0,09;0,17;24;16;Muy bueno / Oso ona;28,29;Bueno / Ona;18,54;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;08:00;0,06;0,23;24;16;Muy bueno / Oso ona;28,75;Bueno / Ona;18,63;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;07:00;0,06;0,25;21;14;Muy bueno / Oso ona;29,42;Bueno / Ona;18,79;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;06:00;0,08;0,29;23;16;Muy bueno / Oso ona;30;Bueno / Ona;18,92;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;05:00;0,07;0,4;19;14;Muy bueno / Oso ona;30,38;Bueno / Ona;18,92;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;04:00;0,06;0,34;14;10;Muy bueno / Oso ona;30,54;Bueno / Ona;18,88;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;03:00;0,05;0,37;10;7;Muy bueno / Oso ona;30,79;Bueno / Ona;18,79;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;02:00;0,03;0,28;10;5;Muy bueno / Oso ona;31,25;Bueno / Ona;18,96;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
15/08/2025;01:00;0,03;0,26;8;4;Muy bueno / Oso ona;32,46;Bueno / Ona;19,46;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;24:00;0,1;0,37;8;4;Muy bueno / Oso ona;33,21;Bueno / Ona;19,96;Bueno / Ona;1;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;23:00;0,04;0,22;9;6;Muy bueno / Oso ona;33,71;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;22:00;0,03;0,22;11;7;Muy bueno / Oso ona;34,04;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;21:00;0,04;0,2;12;8;Muy bueno / Oso ona;34,5;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;20:00;0,2;0,16;16;9;Muy bueno / Oso ona;34,75;Bueno / Ona;21,17;Regular / Erregularra;3;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;19:00;0,32;0,09;15;9;Muy bueno / Oso ona;;Sin datos / Daturik gabe;21,38;Regular / Erregularra;8;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;18:00;0,29;0,12;25;18;Muy bueno / Oso ona;;Sin datos / Daturik gabe;21,33;Regular / Erregularra;9;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;17:00;0,46;0,03;21;14;Muy bueno / Oso ona;;Sin datos / Daturik gabe;21,25;Regular / Erregularra;3;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;16:00;0,12;0,01;20;13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;21,13;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;15:00;0,07;0,01;21;13;Muy bueno / Oso ona;34,88;Bueno / Ona;21;Regular / Erregularra;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;14:00;0,04;0,13;19;12;Muy bueno / Oso ona;34,83;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;13:00;0,05;0,11;14;8;Muy bueno / Oso ona;34,88;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;12:00;0,07;0,17;17;9;Muy bueno / Oso ona;34,83;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;11:00;0,12;0,22;21;12;Muy bueno / Oso ona;34,88;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Bueno / Ona
14/08/2025;10:00;0,41;0,4;38;25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
14/08/2025;09:00;1,74;;61;40;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
14/08/2025;08:00;1,7;0,42;75;33;Muy bueno / Oso ona;36,08;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;07:00;0,66;0,39;56;30;Muy bueno / Oso ona;36,92;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;06:00;0,45;0,39;49;28;Muy bueno / Oso ona;37,79;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;05:00;1,19;0,4;43;23;Muy bueno / Oso ona;39,96;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;04:00;0,9;0,41;25;17;Muy bueno / Oso ona;40,13;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;03:00;0,66;0,51;23;16;Muy bueno / Oso ona;40,21;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;02:00;0,2;0,48;24;16;Muy bueno / Oso ona;40,25;Regular / Erregularra;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;;;;Regular / Erregularra
14/08/2025;01:00;0,22;0,44;22;16;Muy bueno / Oso ona;39,58;Regular / Erregularra;20;Bueno / Ona;1;Muy bueno / Oso ona;;;;Regular / Erregularra
13/08/2025;24:00;0,23;0,45;24;18;Muy bueno / Oso ona;39,58;Regular / Erregularra;19,79;Bueno / Ona;1;Muy bueno / Oso ona;;;;Regular / Erregularra
13/08/2025;23:00;1,54;0,44;27;21;Muy bueno / Oso ona;39,63;Regular / Erregularra;19,67;Bueno / Ona;1;Muy bueno / Oso ona;;;;Regular / Erregularra
13/08/2025;22:00;0,8;0,53;34;24;Muy bueno / Oso ona;39,75;Regular / Erregularra;19,63;Bueno / Ona;1;Muy bueno / Oso ona;;;;Regular / Erregularra
13/08/2025;21:00;0,27;0,39;32;23;Muy bueno / Oso ona;39,88;Regular / Erregularra;19,58;Bueno / Ona;1;Muy bueno / Oso ona;;;;Regular / Erregularra
13/08/2025;20:00;0,08;0,38;27;20;Muy bueno / Oso ona;40,21;Regular / Erregularra;19,58;Bueno / Ona;1;Muy bueno / Oso ona;;;;Regular / Erregularra
13/08/2025;19:00;0,05;0,31;17;11;Muy bueno / Oso ona;40,33;Regular / Erregularra;19,58;Bueno / Ona;1;Muy bueno / Oso ona;;;;Regular / Erregularra
